language,date,value
C++,2007-02-03,10.768
C++,2007-03-03,11.109
C++,2007-04-01,10.718
C++,2007-05-05,10.114
C++,2007-06-02,11.118
C++,2007-07-02,10.502
C++,2007-08-05,10.111
C++,2007-09-02,9.938
C++,2007-10-04,9.584
C++,2007-11-04,8.75
C++,2007-12-03,7.871
C++,2008-01-03,8.73
C++,2008-02-07,9.274
C++,2008-06-01,10.806
C++,2008-07-02,10.693
C++,2008-08-03,10.057
C++,2008-09-03,10.716
C++,2008-10-06,10.954
C++,2008-11-02,10.357
C++,2008-12-03,10.096
C++,2009-01-02,10.116
C++,2009-02-01,9.633
C++,2009-03-05,10.357
C++,2009-04-07,10.741
C++,2009-05-01,11.068
C++,2009-06-04,10.594
C++,2009-07-02,10.419
C++,2009-08-01,10.501
C++,2009-09-05,9.988
C++,2009-10-02,9.879
C++,2009-11-02,10.002
C++,2009-12-02,9.175
C++,2010-01-05,9.709
C++,2010-02-07,9.447
C++,2010-03-07,9.61
C++,2010-04-05,9.707
C++,2010-05-15,10.378
C++,2010-07-06,10.469
C++,2010-07-30,9.658
C++,2010-09-11,9.812
C++,2010-10-02,9.802
C++,2010-11-03,9.497
C++,2010-12-07,9.014
C++,2011-01-02,8.783
C++,2011-02-08,8.187
C++,2011-03-08,8.754
C++,2011-04-03,9.225
C++,2011-05-02,9.146
C++,2011-06-05,9.83
C++,2011-06-27,9.83
C++,2011-07-08,9.017
C++,2011-08-03,8.433
C++,2011-09-10,8.849
C++,2011-10-09,9.072
C++,2011-11-07,8.084
C++,2011-12-04,8.252
C++,2012-01-08,8.052
C++,2012-02-05,7.853
C++,2012-03-11,8.047
C++,2012-04-08,8.896
C++,2012-05-09,9.825
C++,2012-06-10,9.358
C++,2012-07-04,9.118
C++,2012-08-10,9.333
C++,2012-09-02,9.147
C++,2012-10-05,9.26
C++,2012-11-04,9.698
C++,2012-12-02,9.203
C++,2013-01-05,9.14
C++,2013-02-08,8.758
C++,2013-03-11,9.115
C++,2013-04-07,9.714
C++,2013-05-08,9.198
C++,2013-06-09,8.819
C++,2013-07-07,8.749
C++,2013-07-12,8.749
C++,2013-08-04,9.371
C++,2013-09-11,8.664
C++,2013-10-10,8.664
C++,2013-11-09,8.369
C++,2013-12-06,8.268
C++,2014-01-01,7.562
C++,2014-02-08,6.892
C++,2014-03-03,6.313
C++,2014-04-10,6.137
C++,2014-05-07,5.986
C++,2014-06-08,6.425
C++,2014-07-06,5.52
C++,2014-08-11,4.695
C++,2014-09-01,4.674
C++,2014-10-03,4.868
C++,2014-11-08,6.098
C++,2014-12-07,6.104
C++,2015-01-06,6.705
C++,2015-02-05,6.612
C++,2015-03-07,6.636
C++,2015-04-13,6.962
C++,2015-05-13,7.875
C++,2015-06-06,7.756
C++,2015-07-12,8.641
C++,2015-08-06,7.735
C++,2015-09-05,6.782
C++,2015-10-04,5.749
C++,2015-11-07,6.198
C++,2015-12-04,5.943
C++,2016-01-02,6.914
C++,2016-02-02,6.907
C++,2016-03-03,6.721
C++,2016-04-07,5.918
C++,2016-05-06,6.698
C++,2016-06-05,6.199
C++,2016-07-04,6.311
C++,2016-08-06,5.8
C++,2016-09-08,6.657
C++,2016-10-07,5.797
C++,2016-11-05,5.415
C++,2016-12-04,5.335
C++,2017-01-07,6.301
C++,2017-02-08,5.429
C++,2017-03-07,5.184
C++,2017-04-09,4.554
C++,2017-05-06,4.751
C++,2017-06-03,5.723
C++,2017-07-07,5.576
C++,2017-08-02,5.55
C++,2017-09-06,5.565
C++,2017-10-05,5.007
C++,2017-11-12,5.343
C++,2017-12-09,4.717
C++,2018-01-03,5.603
C++,2018-02-08,5.726
C++,2018-03-07,6.452
C++,2018-04-01,7.218
C++,2018-05-06,7.668
C++,2018-06-10,8.337
C++,2018-07-07,7.615
C++,2018-08-01,7.471
C++,2018-09-03,7.394
C++,2018-10-05,7.593
C++,2018-11-08,8.282
C++,2018-12-02,7.562
C++,2019-01-04,8.158
C++,2019-02-06,7.444
C++,2019-03-02,8.126
C++,2019-04-07,8.838
C++,2019-05-04,8.095
C++,2019-06-09,7.384
C++,2019-07-06,6.705
C++,2019-08-05,6.057
C++,2019-09-09,5.635
C++,2019-10-05,6.229
C++,2019-11-03,5.605
C#,2001-06-30,0.385
C#,2001-07-30,0.429
C#,2001-08-30,0.384
C#,2001-09-28,0.391
C#,2001-10-26,0.424
C#,2001-11-28,0.764
C#,2001-12-31,0.591
C#,2002-01-30,0.616
C#,2002-02-27,0.744
C#,2002-03-29,0.741
C#,2002-04-29,1.178
C#,2002-05-29,1.164
C#,2002-06-29,1.464
C#,2002-07-31,1.36
C#,2002-08-29,1.464
C#,2002-09-29,1.653
C#,2002-10-30,1.78
C#,2002-11-29,2.38
C#,2002-12-31,2.455
C#,2003-01-31,1.986
C#,2003-02-28,1.976
C#,2003-03-31,2.377
C#,2003-04-30,1.884
C#,2003-05-30,1.935
C#,2003-06-30,1.776
C#,2003-07-31,2.001
C#,2003-08-31,2.062
C#,2003-09-30,1.94
C#,2003-10-31,1.899
C#,2003-11-30,1.705
C#,2003-12-31,1.799
C#,2004-01-31,2.177
C#,2004-02-29,2.237
C#,2004-03-31,2.137
C#,2004-04-30,1.877
C#,2004-05-30,1.649
C#,2004-06-30,1.666
C#,2004-07-31,1.633
C#,2004-08-30,1.634
C#,2004-09-30,1.644
C#,2004-10-31,1.504
C#,2004-11-30,1.947
C#,2004-12-31,2.203
C#,2005-01-31,2.363
C#,2005-02-28,2.527
C#,2005-03-31,2.82
C#,2005-04-30,2.767
C#,2005-05-31,2.783
C#,2005-06-30,3.142
C#,2005-07-31,3.485
C#,2005-08-31,3.29
C#,2005-09-30,3.462
C#,2005-12-03,3.31
C#,2006-01-04,3.555
C#,2006-02-02,3.972
C#,2006-03-01,3.146
C#,2006-04-02,3.948
C#,2006-05-01,3.271
C#,2006-06-01,3.238
C#,2006-07-02,3.401
C#,2006-08-02,2.683
C#,2006-09-02,2.992
C#,2006-10-01,3.065
C#,2006-11-02,3.023
C#,2006-12-01,3.171
C#,2007-01-02,3.521
C#,2007-02-03,3.189
C#,2007-03-03,3.365
C#,2007-04-01,3.551
C#,2007-05-05,3.656
C#,2007-06-02,3.483
C#,2007-07-02,3.71
C#,2007-08-05,3.987
C#,2007-09-02,3.583
C#,2007-10-04,3.74
C#,2007-11-04,3.917
C#,2007-12-03,3.994
C#,2008-01-03,4.856
C#,2008-02-07,4.51
C#,2008-06-01,4.058
C#,2008-07-02,4.0
C#,2008-08-03,3.697
C#,2008-09-03,4.334
C#,2008-10-06,3.767
C#,2008-11-02,4.026
C#,2008-12-03,4.578
C#,2009-01-02,5.609
C#,2009-02-01,5.062
C#,2009-03-05,4.321
C#,2009-04-07,4.059
C#,2009-05-01,4.266
C#,2009-06-04,4.536
C#,2009-07-02,4.54
C#,2009-08-01,4.443
C#,2009-09-05,4.186
C#,2009-10-02,4.417
C#,2009-11-02,5.346
C#,2009-12-02,6.258
C#,2010-01-05,5.767
C#,2010-02-07,5.015
C#,2010-03-07,4.264
C#,2010-04-05,4.435
C#,2010-05-15,4.779
C#,2010-07-06,5.73
C#,2010-07-30,4.986
C#,2010-09-11,5.016
C#,2010-10-02,4.963
C#,2010-11-03,5.706
C#,2010-12-07,6.687
C#,2011-01-02,6.226
C#,2011-02-08,6.809
C#,2011-03-08,7.21
C#,2011-04-03,7.185
C#,2011-05-02,7.539
C#,2011-06-05,6.844
C#,2011-06-27,6.844
C#,2011-07-08,6.221
C#,2011-08-03,6.042
C#,2011-09-10,6.819
C#,2011-10-09,6.723
C#,2011-11-07,7.319
C#,2011-12-04,8.205
C#,2012-01-08,8.763
C#,2012-02-05,8.653
C#,2012-03-11,8.244
C#,2012-04-08,7.348
C#,2012-05-09,6.823
C#,2012-06-10,7.026
C#,2012-07-04,6.668
C#,2012-08-10,6.59
C#,2012-09-02,6.596
C#,2012-10-05,6.53
C#,2012-11-04,5.591
C#,2012-12-02,5.547
C#,2013-01-05,6.196
C#,2013-02-08,6.68
C#,2013-03-11,6.597
C#,2013-04-07,6.15
C#,2013-05-08,6.119
C#,2013-06-09,5.783
C#,2013-07-07,6.212
C#,2013-07-12,6.212
